Id,Name,description,Rating,Current_Price,Original_Price,Discount,Operating_System,Launch_Year,Warranty_years
834,SAMSUNG 189 cm , Ultra HD (4K,None,"1,34,990","2,39,900",43%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
835,CANDY 165 cm , Ultra HD (4K,4.7,"47,490","62,990",24%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,2
836,Haier Bezel Less Google 109 cm , Ultra HD (4K,5,"29,999","51,990",42%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,1
837,AGE 164 cm , Ultra HD (4K,None,"64,990","1,24,990",48%, AndroidUltra HD (4K) 3840 X 2160 Pixels,2022,NA
838,Samtonic 138.71 cm , Ultra HD (4K,None,"32,205","49,000",34%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2023,1
839,Cellecor 108 cm , Full HD LED Smart Android TV,None,"21,499","35,999",40%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
840,Haier 146 cm , Ultra HD (4K,None,"45,990","91,490",49%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,1
841,LG 139 cm , Ultra HD (4K,3,"47,776","71,990",33%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2021,1
842,Panasonic 164 cm , Ultra HD (4K,None,"82,950","1,09,990",24%, Google TVUltra HD (4K) ?3840x2160 Pixels,2023,1
843,SAMSUNG Bezel Less 80 cm , HD Ready LED Tizen TV,3.9,"18,290","20,999",12%, TizenHD Ready 1366 x 768 Pixels,2021,1
844,JVC 164 cm , QLED Ultra HD (4K,None,"67,490","99,990",32%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,NA
845,Vu 164 cm , Ultra HD (4K,4.2,"45,999","75,000",38%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
846,JVC 189 cm , QLED Ultra HD (4K,None,"1,14,490","1,69,990",32%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,NA
847,Samtonic 125.64 cm , Ultra HD (4K,None,"25,555","45,900",44%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2023,1
848,Hisense U80G Series 189 cm , QLED Ultra HD (8K,None,"3,49,990","4,99,990",30%, AndroidUltra HD (8K) 7680 x 4320 Pixels,2021,2
849,LG 121 cm , OLED Ultra HD (4K,None,"1,54,990",,None, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
850,AYKON 81 cm , Full HD LED Smart Android Based TV 2023 Edition,None,"9,999","29,999",66%, Android BasedFull HD 1366 x 768 Pixels,2023,NA
851,Power Guard 138 cm , Ultra HD (4K,None,"31,899","59,990",46%, Android BasedUltra HD (4K) 3840 x 2160 Pixels,2023,NA
852,T,,None,"21,990","34,990",37%,,2023,NA
853,SAMSUNG 109 cm , Ultra HD (4K,None,"36,990","49,900",25%, TizenUltra HD (4K) 3840 x 2160 Pixels,2023,1
854,Power Guard 127 cm , Ultra HD (4K,None,"26,999","56,990",52%, Android BasedUltra HD (4K) 3840 x 2160 Pixels,2023,NA
855,Lloyd 80 cm , HD Ready LED Smart WebOS TV with Access all your favorite Movies and Shows with ...,None,"16,898","25,490",33%, WebOSHD Ready 1366 x 768 Pixels,2023,1
856,Haier 126 cm , Ultra HD (4K,None,"37,990","64,990",41%,,2021,12
857,Salora X1 Series 109 cm , Full HD LED Smart Google TV,None,"20,499","37,990",46%, Google TVFull HD 1920 x 1080 Pixels,2023,12
858,Krisa 110 cm , Full HD LED Smart Android TV,None,"17,790","41,990",57%, AndroidFull HD 1920x1080 Pixels,2023,NA
859,JVC 148 cm , QLED Ultra HD (4K,None,"52,990","79,990",33%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,NA
860,XElectron Advance 80 cm , HD Ready 3D LED Smart Android TV,4.2,"8,999","18,999",52%, AndroidHD Ready 1366 x 768 Pixels,2022,1
861,Salora X1 Series 127 cm , QLED Ultra HD (4K,None,"34,999","55,000",36%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2024,12
862,LG 24LP520V 59.9 cm , Full HD LED WebOS TV,4,"13,835","16,000",13%, WebOSFull HD 1366 x 768 Pixels,2021,1
863,LG 139 cm , Ultra HD (4K,None,"49,990","60,990",18%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
864,LG 126 cm , Ultra HD (4K,None,"58,500","67,990",13%," WebOSUltra HD (4K) 3,840 x 2,160 Pixels",2023,1
865,LG 164 cm , Ultra HD (4K,None,"1,69,990",,None, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
866,Krisa 110 cm , HD Ready LED Smart Android TV,None,"17,790","41,990",57%, AndroidHD Ready 1920x1080 Pixels,2022,NA
867,Haier 127 cm , Ultra HD (4K,None,"1,08,990",,None, AndroidUltra HD (4K) 3840 x 2160 Pixels,2020,2
868,Lloyd 80 cm , HD Ready LED Smart TV with Bluetooth,None,"14,179","24,490",42%,,2023,1
869,SAMSUNG QN90BAK 189 cm , QLED Ultra HD (4K,None,"3,89,990","5,89,900",33%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
870,Dyanora 60 cm ," HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers",4,"5,999","10,999",45%,,2021,NA
871,BPL 165 cm , Ultra HD (4K,None,"56,990","99,000",42%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,NA
872,LIMEBERRY 127 cm , QLED Ultra HD (4K,None,"32,899","61,999",46%, WebOSUltra HD (4K) 4K Pixels,2023,1
873,LG 80 cm , HD Ready LED Smart WebOS TV with WEBOS,4.4,"17,999","20,990",14%," WebOSHD Ready 1,366 x 768 Pixels",2023,1
874,LEEMA 80 cm ," HD Ready LED Smart Android TV with 1GB+ 8GB, Powerful Audio 20W Tube Speakers, M...",3.8,"12,999","19,990",34%, AndroidHD Ready 1366 x 768 Pixels,2020,NA
875,AGE 126 cm , Ultra HD (4K,None,"34,990","52,990",33%, AndroidUltra HD (4K) 3840 X 2160 Pixels,2022,NA
876,LIMEBERRY 81 cm , Full HD LED Smart Google TV with Remote,None,"12,154","37,999",68%, Google TVFull HD 1920x1081 Pixels,2023,1
877,LG 109 cm , Ultra HD (4K,3.5,"45,500","58,999",22%," WebOSUltra HD (4K) 3,840 x 2160 4K Ultra HD Pixels",2023,2
878,Sansui 80 cm , HD Ready LED Smart Google TV,4.2,"11,889","20,990",43%, Google TVHD Ready 1366*768 Pixels,2023,1
879,LEEMA 60 cm ," HD Ready LED Smart Android Based TV with Android 9.0, Powerful Audio 16W Box Spe...",3.8,"7,990","10,990",27%, Android BasedHD Ready 1366 x 768 Pixels,2020,NA
880,Panasonic 110 cm , Ultra HD (4K,None,"39,999","50,990",21%,,2022,1
881,Lloyd QX900D 140 cm , QLED Ultra HD (4K,None,"47,999","69,999",31%, AndroidUltra HD (4K) 3840*2160 Pixels,2022,1
882,CORNEA 218 cm , Ultra HD (4K,None,"1,93,899","2,99,999",35%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2022,NA
883,LG UQ75 108 cm , Ultra HD (4K,4.4,"37,827","49,990",24%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
884,LG 81.28 cm , Full HD LED Smart Android TV,4.4,"24,990","31,490",20%, AndroidFull HD 1920 x 1080 Pixels,2022,1
885,Reliance 81 cm ," HD Ready LED Smart Android TV 2023 Edition with Android 12, 1GB RAM (2023 Mod...",None,"11,699","21,490",45%, AndroidHD Ready 1366 x 768 pixel Pixels,2023,1
886,Haier 81.2 cm , Full HD LED Smart Android TV,None,"26,990","40,990",34%, AndroidFull HD 1920 x 1080 Pixels,2022,1
887,SKYTRON 98 cm , HD Ready LED Smart Android TV,None,"13,449","27,999",51%, AndroidHD Ready 1366 x 768 Pixels,2022,1
888,iMEE ElitePro 109 cm , Full HD LED Smart Android TV,None,"29,550","40,999",27%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
889,STARSHINE 139 cm , Ultra HD (4K,None,"31,999","32,000",None, WebOSUltra HD (4K) 2160 x 3840 Pixels,2022,NA
890,PSJ Frameless 80 cm , Full HD Curved LED Smart Android Based TV with Home Page,3.5,"13,500","21,499",37%, Android BasedFull HD 1080p Pixels,2022,NA
891,AYKON 81 cm , Full HD LED Smart Android Based TV 2023 Edition,None,"9,999","25,999",61%, Android BasedFull HD 1366 x 768 Pixels,2023,NA
892,Sansui 139.7 cm , Ultra HD (4K,None,"36,840","59,990",38%, Android BasedUltra HD (4K) 3840 x 2160 Pixels,2020,1
893,aironova SMART LED TV 80 cm , HD Ready LED Smart Android Based TV,None,"14,999","19,999",25%, Android BasedHD Ready 1366 x 768 Pixels,2022,NA
894,fox,,None,"35,109","63,999",45%, AndroidFull HD 1920×1080 Pixels,2023,1
895,LEEMA 2020 80 cm ," HD Ready LED TV with Frameless LED TV, Powerful Audio with 10W Speakers, Br...",3.8,"9,990","17,990",44%,,2020,NA
896,Samtonic 110 cm , Full HD LED Smart Android TV with Android HDMI & USB Ports (Black,None,"16,624","34,500",51%, AndroidFull HD 1920X1080 Pixels,2023,1
897,fox,,None,"11,199","24,999",55%, AndroidHD Ready 1366×768 Pixels,2023,1
898,iMEE Elite 108 cm , HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star,None,"27,999","39,999",30%, AndroidHD Ready 1366 x 768 Pixels,2021,NA
899,LG 139 cm , OLED Ultra HD (4K,None,"2,19,990",,None, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
900,Power Guard 108 cm , Full HD LED Smart Android Based TV,None,"18,999","39,990",52%, Android BasedFull HD 1920 x 1080 Pixels,2023,NA
901,smart s tech 127 cm , Ultra HD (4K,None,"27,399","36,999",25%,,2022,NA
902,iMEE ElitePro 109 cm , Full HD LED Smart Android TV,None,"28,999","40,999",29%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
903,Coocaa 108 cm , Full HD LED Smart Android TV with HDR 10 Dolby Audio and Eye Care Technology,4.3,"15,999","35,999",55%, AndroidFull HD 1920 x 1080 Pixels,2022,1
904,REDMI 80 cm , HD Ready 3D LED Smart Android TV 2023 Edition with Next page Quad Processor Futu...,3.8,"15,999","24,999",36%, AndroidHD Ready 1366 x 768 Pixels,2023,1
905,TOSHIBA 126 cm , QLED Ultra HD (4K,4.3,"33,999","58,999",42%, VIDAAUltra HD (4K) 3840 x 2160 Pixels,2024,2
906,iMEE ElitePro 109 cm , Full HD LED Smart Android TV,None,"29,899","40,999",27%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
907,BPL 80 cm , HD Ready LED Smart Android TV,4.3,"21,329","26,329",18%, AndroidHD Ready 1366 x 768 Pixels,2020,NA
908,Haier 109 cm , Ultra HD (4K,2.3,"31,990","50,990",37%,,2023,1
909,iMEE ElitePro 109 cm , Full HD LED Smart Android TV,None,"29,699","40,999",27%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
910,Haier 108 cm , Ultra HD (4K,3.6,"30,990","32,160",3%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
911,Vu Cinema 108 cm , Ultra HD (4K,4.2,"24,498","35,000",30%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2024,1
912,Lloyd 140 cm , Ultra HD (4K,4,"89,000","89,990",1%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,1
913,Aiwa 109.22 cm , Full HD LED Smart Android TV with 2022 Model with 1 Year warranty,None,"21,999","49,990",55%, AndroidFull HD 3840 x 2160 Pixels,2022,NA
914,Haier 109 cm , Full HD LED Smart TV,None,"29,590","45,990",35%,,2021,12
915,LG 108 cm , Ultra HD (4K,5,"42,990","57,990",25%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2022,1
916,XElectron 80 cm , HD Ready 3D LED TV 2023 Edition,4.2,"7,499","17,999",58%,,2023,1
917,BPL 4301 80 cm , HD Ready LED Smart Android TV,4.2,"12,990","27,000",51%, AndroidHD Ready 1366 x 768 Pixels,2019,NA
918,IMPEX 80 cm ," HD Ready LED Smart Coolita TV with Game Mode , Child Lock",4,"8,499","17,990",52%, CoolitaHD Ready 1366 x 768 Pixels,2024,1
919,Aiwa Magnifiq 80 cm , HD Ready LED Smart Android TV with 2 Years warranty | 2023 Model,5,"12,990","29,945",56%, AndroidHD Ready 1366 x 768 Pixels,2023,NA
920,EGOTEL 80 cm , HD Ready LED Smart Android Based TV,None,"9,990","14,999",33%, Android BasedHD Ready 1366 x 768 Pixels,2023,NA
921,TCL 125.7 cm , QLED Ultra HD (4K,None,"55,000","1,09,990",49%, AndroidUltra HD (4K) 3840*2160 Pixels,2023,1
922,iMEE Elite 108 cm , HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star,None,"28,999","39,999",27%, AndroidHD Ready 1366 x 768 Pixels,2021,NA
923,BPL 109 cm , Ultra HD (4K,None,"27,390","45,000",39%,,2022,NA
924,Haier Bezel Less Google Android TV,,3.4,"14,999","31,000",51%, AndroidHD Ready 1366 x 768 Pixels,2020,1
925,LG 80 cm , Full HD LED Smart WebOS TV,4.4,"21,090","28,990",27%, WebOSFull HD 1366 x 768 Pixels,2022,1
926,MOTOROLA Envision X 80 cm , HD Ready LED Smart Google TV,4.2,"11,999","20,000",40%, Google TVHD Ready 1366 x 768 Pixels,2023,1
927,BeethoSOL 108 cm , Ultra HD (4K,None,"23,999","69,990",65%, TizenUltra HD (4K) 3840 x 2160 Pixels,2023,2
928,LG 139 cm , Ultra HD (4K,None,"1,19,990",,None, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
929,EGOTEL 97 cm , HD Ready LED Smart TV,None,"16,590","17,000",2%,,2023,NA
930,iMEE Elite 80 cm , HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star,4.2,"13,999","19,999",30%, AndroidHD Ready 1366 x 768 Pixels,2021,NA
931,Acer 80 cm , HD Ready LED Smart Android TV with 2 WAY WIFI,5,"15,999","19,999",20%, AndroidHD Ready 1366x768 Pixels,2022,1
932,LIMEBERRY 140 cm , OLED Ultra HD (4K,None,"58,090","1,05,999",45%, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
933,smart s tech 9A 81.28 cm , HD Ready Curved LED Smart Android TV,None,"13,399","17,999",25%, AndroidHD Ready 1366 x 768 Pixels,2022,NA
934,Cellecor 80 cm , Full HD LED Smart Android TV,3,"10,999","18,999",42%, AndroidFull HD 1920 x 1080 Pixels,2022,NA
935,Haier 140 cm , Ultra HD (4K,None,"42,750","70,990",39%,,2023,1
936,Haier 80 cm , HD Ready LED Smart Google TV with Bezel,4.9,"15,490","20,990",26%, Google TVHD Ready 1366 x 768 Pixels,2023,1
937,LG 106 cm , OLED Ultra HD (4K,None,"1,39,990",,None, WebOSUltra HD (4K) 3840 x 2160 Pixels,2023,1
938,Lloyd 81.32 cm , HD Ready LED Smart WebOS TV with Wide Color Gemut,None,"16,979","25,490",33%, WebOSHD Ready 1366 x 768 Pixels,2023,1
939,KODAK 7XPro 139 cm , Ultra HD (4K,4.3,"27,999","46,999",40%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,1
940,iMEE Elite 108 cm , HD Ready LED Smart Android TV with with SRS Surround Sound (BEE 5 Star,None,"29,999","39,999",25%, AndroidHD Ready 1366 x 768 Pixels,2021,NA
941,REDMI 80 cm , HD Ready LED Smart FireTv OS 7 TV with 2 table stand,3.8,"12,499","24,999",50%, FireTv OS 7HD Ready 1366*768 Pixels,2023,1
942,BeethoSOL 108 cm , Full HD LED Smart Android Based TV,4,"15,149","49,990",69%, Android BasedFull HD 1920 x 1080 Pixels,2022,NA
943,Lloyd 80 cm , HD Ready LED Smart TV,None,"16,490","29,900",44%,,2021,1
944,TCL 189 cm , Ultra HD (4K,4.1,"69,990","2,54,990",72%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,2
945,SAMSUNG 5 108 cm , Full HD LED Smart Tizen TV,4,"28,399","35,900",20%, TizenFull HD 1920 x 1080 Pixels,2022,1
946,Panasonic 105 cm , Full HD LED Smart TV,None,"40,849","42,990",4%,,2021,1
947,ONIDA 125 cm , Ultra HD (4K,4.2,"29,999","43,990",31%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2023,1
948,BPL 139.7 cm , Ultra HD (4K,3,"40,710","73,000",44%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,NA
949,SAMSUNG QN95BAKL 163 cm , QLED Ultra HD (4K,None,"1,89,999","3,49,900",45%, TizenUltra HD (4K) 3840 x 2160 Pixels,2022,1
950,TCL 164 cm , Ultra HD (4K,2,"58,999","1,19,900",50%, AndroidUltra HD (4K) 3840 x 2160 Pixels,2021,1
951,smart s tech 9A 81.28 cm ," HD Ready 3D, Curved LED Smart Android TV",None,"12,399","17,999",31%, AndroidHD Ready 1366 x 768 Pixels,2022,NA
952,smart s tech 9A 81.28 cm , HD Ready Curved LED Smart Android TV,None,"11,899","17,999",33%, AndroidHD Ready 1366 x 768 Pixels,2022,NA
953,Haier 80 cm , HD Ready LED Smart Linux based TV,4.1,"14,500","26,990",46%, Linux basedHD Ready 1366 x 768 Pixels,2022,1
954,SAMSUNG 80 cm , HD Ready LED Smart Tizen TV,None,"16,949","18,999",10%, TizenHD Ready 1366 x 768 Pixels,2022,1
955,Salora X1 Series 139 cm , QLED Ultra HD (4K,None,"39,999","69,990",42%, Google TVUltra HD (4K) 3840 x 2160 Pixels,2024,12
956,LEEMA 98 cm ," HD Ready LED Smart Android TV with 1GB+ 8GB, Powerful Audio 24W Tube Speakers, M...",3.8,"17,990","27,990",35%, AndroidHD Ready 1366 x 768 Pixels,2020,Please
957,Panasonic 108 cm ," Full HD LED Smart TV with FHD,Vivid Didital Pro,AccuView Display,,Dolby Dig...",None,"25,590","31,990",20%,,2023,1
958,Haier Bezel Less Google,,None,"26,990","42,990",37%, AndroidFull HD 1920 x 1080 Pixels,2021,1
